scenario,density,density_veh_km_lane,weather,hazard_type,policy,slot_epochs,seed,rwcr,tir_median_s,tir_p95_s,tx_per_at_risk_informed,actionable_deadline_miss_rate,transmissions
rural_highway,20.0,20.0,clear,fog_bank,dvcast,10,9,0.9106824524670866,0.40000000000000036,0.7000000000000002,0.8849557522123894,0.2715231788079471,100.0
rural_highway,80.0,80.0,clear,fog_bank,slotted_1p,1,0,0.9113899801116562,0.20000000000000018,0.40000000000000036,2.8384615384615386,0.31550802139037437,369.0
rural_highway,80.0,80.0,clear,fog_bank,slotted_1p,1,1,0.9172725084188004,0.20000000000000018,0.40000000000000036,2.5694444444444446,0.3173076923076923,370.0
rural_highway,80.0,80.0,clear,fog_bank,slotted_1p,1,2,0.9104229474356623,0.20000000000000018,0.6000000000000005,2.884892086330935,0.32843137254901966,401.0
rural_highway,80.0,80.0,clear,fog_bank,slotted_1p,1,3,0.9194386573977381,0.20000000000000018,0.5,3.139344262295082,0.3220338983050848,383.0
rural_highway,80.0,80.0,clear,fog_bank,slotted_1p,1,4,0.9312009067394302,0.20000000000000018,0.40000000000000036,2.8796992481203008,0.2994652406417112,383.0
rural_highway,80.0,80.0,clear,fog_bank,slotted_1p,1,5,0.923945247644439,0.20000000000000018,0.40000000000000036,2.6805555555555554,0.2727272727272727,386.0
rural_highway,80.0,80.0,clear,fog_bank,slotted_1p,1,6,0.9087839401800325,0.20000000000000018,0.40000000000000036,2.9558823529411766,0.33168316831683164,402.0
rural_highway,80.0,80.0,clear,fog_bank,slotted_1p,1,7,0.9092773632741625,0.20000000000000018,0.40000000000000036,3.152542372881356,0.348314606741573,372.0
rural_highway,80.0,80.0,clear,fog_bank,slotted_1p,1,8,0.8981542458143856,0.20000000000000018,0.40000000000000036,2.8714285714285714,0.34905660377358494,402.0
rural_highway,80.0,80.0,clear,fog_bank,slotted_1p,1,9,0.908637045507251,0.3000000000000007,0.40000000000000036,2.6054421768707483,0.3113207547169812,383.0
